shots,ssl_mean,csp_mean,delta,t_stat,p_value,p_bonferroni,bonf_significant,cohens_d_paired,achieved_power_n9,required_n_for_0_8_power
5,0.6422839506172839,0.5881172839506172,0.054166666666666696,3.0226907608964373,0.016491804080006854,0.06596721632002742,False,1.0075635869467372,0.7542285551921812,9.822335515409609
10,0.6921296296296295,0.6506172839506172,0.0415123456790123,2.7280137430621836,0.02592532038816821,0.10370128155267284,False,0.909337914334142,0.6675214540622472,11.558202877030963
20,0.6979938271604939,0.6905864197530864,0.007407407407407418,0.7241005155222705,0.48963484202759266,1.0,False,0.2413668384995587,0.0982315584113858,136.65916953993437
50,0.7220679012345679,0.7294753086419754,-0.007407407407407529,-0.5458335322981622,0.6000657556819843,1.0,False,-0.18194451076158505,0.07717418379684701,239.0262803856643
