subject,trials_per_class,mode,mean_accuracy,std_accuracy
4,50,ssl_full_finetune,0.6888888888888889,0.046976484792466015
5,5,ssl_full_finetune,0.5069444444444444,0.023651925508231107
5,10,ssl_full_finetune,0.5263888888888888,0.04422689813358514
5,20,ssl_full_finetune,0.5277777777777778,0.015214515486254621
5,50,ssl_full_finetune,0.6416666666666666,0.012880025688188475
6,5,ssl_full_finetune,0.5680555555555555,0.08372592707278631
6,10,ssl_full_finetune,0.5944444444444444,0.052447798856942236
6,20,ssl_full_finetune,0.6055555555555555,0.04034955290648321
6,50,ssl_full_finetune,0.6847222222222223,0.023488242396233004
7,5,ssl_full_finetune,0.5180555555555556,0.03304271459269532
7,10,ssl_full_finetune,0.5291666666666666,0.041060404164151326
7,20,ssl_full_finetune,0.5652777777777779,0.05786851848888795
7,50,ssl_full_finetune,0.5541666666666667,0.04010980299498238
