subject,trials_per_class,mode,mean_accuracy,std_accuracy
1,5,eegnet_from_scratch,0.4916666666666667,0.011111111111111096
1,10,eegnet_from_scratch,0.4833333333333334,0.02429563289518875
1,20,eegnet_from_scratch,0.49027777777777776,0.012880025688188473
1,50,eegnet_from_scratch,0.6069444444444445,0.11575370297785906
2,5,eegnet_from_scratch,0.49444444444444446,0.005196746370519363
2,10,eegnet_from_scratch,0.4763888888888889,0.02965855070008696
2,20,eegnet_from_scratch,0.49027777777777776,0.023488242396233008
2,50,eegnet_from_scratch,0.5013888888888889,0.011947673982003656
3,5,eegnet_from_scratch,0.5013888888888889,0.01666666666666667
3,10,eegnet_from_scratch,0.4958333333333334,0.03637722459363554
3,20,eegnet_from_scratch,0.4833333333333333,0.029981990479059577
3,50,eegnet_from_scratch,0.7069444444444445,0.12214328258844809
4,5,eegnet_from_scratch,0.5083333333333334,0.02461117381481855
4,10,eegnet_from_scratch,0.5027777777777778,0.010393492741038707
4,20,eegnet_from_scratch,0.5333333333333333,0.09922539499717638
4,50,eegnet_from_scratch,0.5333333333333333,0.063251652981865
5,5,eegnet_from_scratch,0.5041666666666667,0.01210805262094632
5,10,eegnet_from_scratch,0.4930555555555555,0.049495915781126304
5,20,eegnet_from_scratch,0.5055555555555555,0.02299020188506507
5,50,eegnet_from_scratch,0.5097222222222222,0.01842569327975222
6,5,eegnet_from_scratch,0.47916666666666663,0.02405626121623441
6,10,eegnet_from_scratch,0.4958333333333333,0.023895347964007312
6,20,eegnet_from_scratch,0.49027777777777787,0.01429948630692638
6,50,eegnet_from_scratch,0.5555555555555556,0.050651618135584615
7,5,eegnet_from_scratch,0.513888888888889,0.025609845714702456
7,10,eegnet_from_scratch,0.49722222222222223,0.013608276348795438
7,20,eegnet_from_scratch,0.5041666666666667,0.037422759959187465
7,50,eegnet_from_scratch,0.5180555555555555,0.02222222222222224
8,5,eegnet_from_scratch,0.5069444444444444,0.02239516041194042
8,10,eegnet_from_scratch,0.4833333333333334,0.017894581564896005
8,20,eegnet_from_scratch,0.49722222222222223,0.022652092264305677
8,50,eegnet_from_scratch,0.6555555555555557,0.11992796191623833
9,5,eegnet_from_scratch,0.5180555555555555,0.059835164523716705
9,10,eegnet_from_scratch,0.475,0.05038432540893627
9,20,eegnet_from_scratch,0.5208333333333334,0.031671539586087184
9,50,eegnet_from_scratch,0.8430555555555556,0.04226423348528593
