dataset,experiment,subject,trials_per_class,mode,mean_accuracy,std_accuracy
PhysionetMI_1_20,masked_ssl,7,5,ssl_frozen_linear_probe,0.4933333333333333,0.0533333333333333
PhysionetMI_1_20,masked_ssl,7,5,ssl_full_finetune,0.76,0.1162373051610846
PhysionetMI_1_20,masked_ssl,7,10,ssl_frozen_linear_probe,0.5466666666666666,0.065319726474218
PhysionetMI_1_20,masked_ssl,7,10,ssl_full_finetune,0.8533333333333333,0.077746025264604
PhysionetMI_1_20,masked_ssl,8,5,ssl_frozen_linear_probe,0.48,0.1292714628644354
PhysionetMI_1_20,masked_ssl,8,5,ssl_full_finetune,0.4666666666666667,0.0421637021355783
PhysionetMI_1_20,masked_ssl,8,10,ssl_frozen_linear_probe,0.4266666666666666,0.032659863237109
PhysionetMI_1_20,masked_ssl,8,10,ssl_full_finetune,0.5333333333333333,0.0942809041582063
PhysionetMI_1_20,masked_ssl,9,5,ssl_frozen_linear_probe,0.5066666666666667,0.0533333333333333
PhysionetMI_1_20,masked_ssl,9,5,ssl_full_finetune,0.6,0.0
PhysionetMI_1_20,masked_ssl,9,10,ssl_frozen_linear_probe,0.5199999999999999,0.0266666666666666
PhysionetMI_1_20,masked_ssl,9,10,ssl_full_finetune,0.6,0.0
PhysionetMI_1_20,masked_ssl,10,5,ssl_frozen_linear_probe,0.5066666666666667,0.032659863237109
PhysionetMI_1_20,masked_ssl,10,5,ssl_full_finetune,0.48,0.0777460252646039
PhysionetMI_1_20,masked_ssl,10,10,ssl_frozen_linear_probe,0.5333333333333333,0.0
PhysionetMI_1_20,masked_ssl,10,10,ssl_full_finetune,0.52,0.1484737163421339
PhysionetMI_1_20,masked_ssl,11,5,ssl_frozen_linear_probe,0.4666666666666666,0.0596284793999943
PhysionetMI_1_20,masked_ssl,11,5,ssl_full_finetune,0.5466666666666666,0.0498887651569858
PhysionetMI_1_20,masked_ssl,11,10,ssl_frozen_linear_probe,0.5733333333333334,0.0904310664416702
PhysionetMI_1_20,masked_ssl,11,10,ssl_full_finetune,0.6,0.0843274042711567
PhysionetMI_1_20,masked_ssl,12,5,ssl_frozen_linear_probe,0.5066666666666666,0.1236482466066093
PhysionetMI_1_20,masked_ssl,12,5,ssl_full_finetune,0.5333333333333333,0.1115546702045433
PhysionetMI_1_20,masked_ssl,12,10,ssl_frozen_linear_probe,0.6133333333333334,0.1222020185321556
PhysionetMI_1_20,masked_ssl,12,10,ssl_full_finetune,0.4933333333333333,0.032659863237109
PhysionetMI_1_20,masked_ssl,13,5,ssl_frozen_linear_probe,0.4800000000000001,0.0266666666666666
PhysionetMI_1_20,masked_ssl,13,5,ssl_full_finetune,0.4800000000000001,0.0266666666666666
PhysionetMI_1_20,masked_ssl,13,10,ssl_frozen_linear_probe,0.4666666666666667,0.0
PhysionetMI_1_20,masked_ssl,13,10,ssl_full_finetune,0.5066666666666667,0.0533333333333333
PhysionetMI_1_20,masked_ssl,14,5,ssl_frozen_linear_probe,0.5066666666666666,0.0904310664416702
PhysionetMI_1_20,masked_ssl,14,5,ssl_full_finetune,0.6533333333333333,0.0884433277428106
PhysionetMI_1_20,masked_ssl,14,10,ssl_frozen_linear_probe,0.4933333333333333,0.032659863237109
PhysionetMI_1_20,masked_ssl,14,10,ssl_full_finetune,0.6266666666666667,0.0679869268479037
PhysionetMI_1_20,masked_ssl,15,5,ssl_frozen_linear_probe,0.5866666666666667,0.065319726474218
PhysionetMI_1_20,masked_ssl,15,5,ssl_full_finetune,0.7066666666666668,0.1372750685464933
PhysionetMI_1_20,masked_ssl,15,10,ssl_frozen_linear_probe,0.72,0.1654623152798781
PhysionetMI_1_20,masked_ssl,15,10,ssl_full_finetune,0.8533333333333333,0.077746025264604
PhysionetMI_1_20,masked_ssl,16,5,ssl_frozen_linear_probe,0.56,0.0799999999999999
PhysionetMI_1_20,masked_ssl,16,5,ssl_full_finetune,0.5333333333333333,0.0596284793999943
PhysionetMI_1_20,masked_ssl,16,10,ssl_frozen_linear_probe,0.6266666666666667,0.032659863237109
PhysionetMI_1_20,masked_ssl,16,10,ssl_full_finetune,0.5733333333333334,0.1162373051610846
PhysionetMI_1_20,masked_ssl,17,5,ssl_frozen_linear_probe,0.4533333333333334,0.0266666666666666
PhysionetMI_1_20,masked_ssl,17,5,ssl_full_finetune,0.4800000000000001,0.0266666666666666
PhysionetMI_1_20,masked_ssl,17,10,ssl_frozen_linear_probe,0.5066666666666666,0.0679869268479037
PhysionetMI_1_20,masked_ssl,17,10,ssl_full_finetune,0.44,0.032659863237109
PhysionetMI_1_20,masked_ssl,18,5,ssl_frozen_linear_probe,0.4133333333333333,0.065319726474218
PhysionetMI_1_20,masked_ssl,18,5,ssl_full_finetune,0.4933333333333333,0.0997775303139717
PhysionetMI_1_20,masked_ssl,18,10,ssl_frozen_linear_probe,0.4,0.0
PhysionetMI_1_20,masked_ssl,18,10,ssl_full_finetune,0.52,0.0498887651569858
PhysionetMI_1_20,masked_ssl,19,5,ssl_frozen_linear_probe,0.4133333333333334,0.0498887651569858
PhysionetMI_1_20,masked_ssl,19,5,ssl_full_finetune,0.4666666666666666,0.1333333333333333
PhysionetMI_1_20,masked_ssl,19,10,ssl_frozen_linear_probe,0.4133333333333333,0.065319726474218
PhysionetMI_1_20,masked_ssl,19,10,ssl_full_finetune,0.3866666666666666,0.0266666666666666
PhysionetMI_1_20,masked_ssl,20,5,ssl_frozen_linear_probe,0.4533333333333333,0.0498887651569858
PhysionetMI_1_20,masked_ssl,20,5,ssl_full_finetune,0.5733333333333333,0.0799999999999999
PhysionetMI_1_20,masked_ssl,20,10,ssl_frozen_linear_probe,0.4666666666666667,0.0421637021355783
PhysionetMI_1_20,masked_ssl,20,10,ssl_full_finetune,0.5333333333333333,0.0421637021355783
PhysionetMI_1_20,cross_bnci_to_physio,1,5,ssl_frozen_linear_probe,0.5466666666666666,0.0777460252646039
PhysionetMI_1_20,cross_bnci_to_physio,1,5,ssl_full_finetune,0.6266666666666667,0.1236482466066093
PhysionetMI_1_20,cross_bnci_to_physio,1,10,ssl_frozen_linear_probe,0.5066666666666666,0.0679869268479037
PhysionetMI_1_20,cross_bnci_to_physio,1,10,ssl_full_finetune,0.7333333333333334,0.1460593486680443
PhysionetMI_1_20,cross_bnci_to_physio,2,5,ssl_frozen_linear_probe,0.44,0.1372750685464933
PhysionetMI_1_20,cross_bnci_to_physio,2,5,ssl_full_finetune,0.8133333333333332,0.077746025264604
PhysionetMI_1_20,cross_bnci_to_physio,2,10,ssl_frozen_linear_probe,0.4933333333333333,0.1083205120618128
PhysionetMI_1_20,cross_bnci_to_physio,2,10,ssl_full_finetune,0.8133333333333332,0.0498887651569859
PhysionetMI_1_20,cross_bnci_to_physio,3,5,ssl_frozen_linear_probe,0.48,0.0979795897113271
PhysionetMI_1_20,cross_bnci_to_physio,3,5,ssl_full_finetune,0.4933333333333333,0.0533333333333333
PhysionetMI_1_20,cross_bnci_to_physio,3,10,ssl_frozen_linear_probe,0.52,0.065319726474218
PhysionetMI_1_20,cross_bnci_to_physio,3,10,ssl_full_finetune,0.5466666666666666,0.0498887651569858
PhysionetMI_1_20,cross_bnci_to_physio,4,5,ssl_frozen_linear_probe,0.5199999999999999,0.0266666666666666
PhysionetMI_1_20,cross_bnci_to_physio,4,5,ssl_full_finetune,0.5866666666666667,0.1066666666666666
PhysionetMI_1_20,cross_bnci_to_physio,4,10,ssl_frozen_linear_probe,0.5199999999999999,0.0266666666666666
PhysionetMI_1_20,cross_bnci_to_physio,4,10,ssl_full_finetune,0.6533333333333332,0.1066666666666666
PhysionetMI_1_20,cross_bnci_to_physio,5,5,ssl_frozen_linear_probe,0.4933333333333333,0.0997775303139717
PhysionetMI_1_20,cross_bnci_to_physio,5,5,ssl_full_finetune,0.4666666666666667,0.0421637021355783
PhysionetMI_1_20,cross_bnci_to_physio,5,10,ssl_frozen_linear_probe,0.5066666666666666,0.032659863237109
PhysionetMI_1_20,cross_bnci_to_physio,5,10,ssl_full_finetune,0.56,0.1306394529484361
PhysionetMI_1_20,cross_bnci_to_physio,6,5,ssl_frozen_linear_probe,0.4533333333333333,0.065319726474218
PhysionetMI_1_20,cross_bnci_to_physio,6,5,ssl_full_finetune,0.48,0.065319726474218
PhysionetMI_1_20,cross_bnci_to_physio,6,10,ssl_frozen_linear_probe,0.4666666666666667,0.0421637021355783
PhysionetMI_1_20,cross_bnci_to_physio,6,10,ssl_full_finetune,0.4933333333333333,0.0997775303139717
PhysionetMI_1_20,cross_bnci_to_physio,7,5,ssl_frozen_linear_probe,0.6266666666666667,0.0799999999999999
PhysionetMI_1_20,cross_bnci_to_physio,7,5,ssl_full_finetune,0.8533333333333333,0.0498887651569858
PhysionetMI_1_20,cross_bnci_to_physio,7,10,ssl_frozen_linear_probe,0.6666666666666666,0.0421637021355783
PhysionetMI_1_20,cross_bnci_to_physio,7,10,ssl_full_finetune,0.9466666666666668,0.0498887651569858
PhysionetMI_1_20,cross_bnci_to_physio,8,5,ssl_frozen_linear_probe,0.5066666666666666,0.1083205120618128
PhysionetMI_1_20,cross_bnci_to_physio,8,5,ssl_full_finetune,0.4933333333333333,0.0533333333333333
PhysionetMI_1_20,cross_bnci_to_physio,8,10,ssl_frozen_linear_probe,0.5066666666666666,0.0533333333333333
PhysionetMI_1_20,cross_bnci_to_physio,8,10,ssl_full_finetune,0.5199999999999999,0.0884433277428106
PhysionetMI_1_20,cross_bnci_to_physio,9,5,ssl_frozen_linear_probe,0.6399999999999999,0.0679869268479037
PhysionetMI_1_20,cross_bnci_to_physio,9,5,ssl_full_finetune,0.6133333333333333,0.0777460252646039
PhysionetMI_1_20,cross_bnci_to_physio,9,10,ssl_frozen_linear_probe,0.6799999999999999,0.0266666666666666
PhysionetMI_1_20,cross_bnci_to_physio,9,10,ssl_full_finetune,0.6533333333333333,0.077746025264604
PhysionetMI_1_20,cross_bnci_to_physio,10,5,ssl_frozen_linear_probe,0.48,0.065319726474218
PhysionetMI_1_20,cross_bnci_to_physio,10,5,ssl_full_finetune,0.5733333333333333,0.0799999999999999
PhysionetMI_1_20,cross_bnci_to_physio,10,10,ssl_frozen_linear_probe,0.4933333333333333,0.1083205120618128
PhysionetMI_1_20,cross_bnci_to_physio,10,10,ssl_full_finetune,0.5866666666666667,0.1222020185321557
PhysionetMI_1_20,cross_bnci_to_physio,11,5,ssl_frozen_linear_probe,0.52,0.0498887651569858
PhysionetMI_1_20,cross_bnci_to_physio,11,5,ssl_full_finetune,0.6,0.0942809041582063
PhysionetMI_1_20,cross_bnci_to_physio,11,10,ssl_frozen_linear_probe,0.4933333333333333,0.0533333333333333
PhysionetMI_1_20,cross_bnci_to_physio,11,10,ssl_full_finetune,0.5066666666666667,0.0533333333333333
PhysionetMI_1_20,cross_bnci_to_physio,12,5,ssl_frozen_linear_probe,0.48,0.065319726474218
PhysionetMI_1_20,cross_bnci_to_physio,12,5,ssl_full_finetune,0.5466666666666666,0.0498887651569858
PhysionetMI_1_20,cross_bnci_to_physio,12,10,ssl_frozen_linear_probe,0.4133333333333334,0.0498887651569858
PhysionetMI_1_20,cross_bnci_to_physio,12,10,ssl_full_finetune,0.5733333333333334,0.0679869268479037
PhysionetMI_1_20,cross_bnci_to_physio,13,5,ssl_frozen_linear_probe,0.5733333333333335,0.1372750685464933
PhysionetMI_1_20,cross_bnci_to_physio,13,5,ssl_full_finetune,0.52,0.0498887651569858
PhysionetMI_1_20,cross_bnci_to_physio,13,10,ssl_frozen_linear_probe,0.5066666666666667,0.1306394529484361
PhysionetMI_1_20,cross_bnci_to_physio,13,10,ssl_full_finetune,0.6533333333333333,0.0884433277428106
PhysionetMI_1_20,cross_bnci_to_physio,14,5,ssl_frozen_linear_probe,0.5333333333333334,0.2022100118413747
PhysionetMI_1_20,cross_bnci_to_physio,14,5,ssl_full_finetune,0.6133333333333333,0.1066666666666666
PhysionetMI_1_20,cross_bnci_to_physio,14,10,ssl_frozen_linear_probe,0.5333333333333333,0.0730296743340221
PhysionetMI_1_20,cross_bnci_to_physio,14,10,ssl_full_finetune,0.52,0.0884433277428106
PhysionetMI_1_20,cross_bnci_to_physio,15,5,ssl_frozen_linear_probe,0.5066666666666666,0.032659863237109
PhysionetMI_1_20,cross_bnci_to_physio,15,5,ssl_full_finetune,0.6799999999999999,0.114697670227235
PhysionetMI_1_20,cross_bnci_to_physio,15,10,ssl_frozen_linear_probe,0.56,0.0679869268479037
PhysionetMI_1_20,cross_bnci_to_physio,15,10,ssl_full_finetune,0.8666666666666668,0.0730296743340221
PhysionetMI_1_20,cross_bnci_to_physio,16,5,ssl_frozen_linear_probe,0.6,0.1032795558988644
PhysionetMI_1_20,cross_bnci_to_physio,16,5,ssl_full_finetune,0.5866666666666667,0.1066666666666666
PhysionetMI_1_20,cross_bnci_to_physio,16,10,ssl_frozen_linear_probe,0.6399999999999999,0.032659863237109
PhysionetMI_1_20,cross_bnci_to_physio,16,10,ssl_full_finetune,0.4533333333333333,0.0979795897113271
PhysionetMI_1_20,cross_bnci_to_physio,17,5,ssl_frozen_linear_probe,0.4666666666666667,0.0
PhysionetMI_1_20,cross_bnci_to_physio,17,5,ssl_full_finetune,0.4666666666666667,0.0
PhysionetMI_1_20,cross_bnci_to_physio,17,10,ssl_frozen_linear_probe,0.4933333333333333,0.0533333333333333
PhysionetMI_1_20,cross_bnci_to_physio,17,10,ssl_full_finetune,0.4933333333333333,0.0533333333333333
PhysionetMI_1_20,cross_bnci_to_physio,18,5,ssl_frozen_linear_probe,0.3466666666666667,0.1423610433604174
PhysionetMI_1_20,cross_bnci_to_physio,18,5,ssl_full_finetune,0.4666666666666667,0.0942809041582063
PhysionetMI_1_20,cross_bnci_to_physio,18,10,ssl_frozen_linear_probe,0.4133333333333333,0.0266666666666666
PhysionetMI_1_20,cross_bnci_to_physio,18,10,ssl_full_finetune,0.5333333333333333,0.0421637021355783
PhysionetMI_1_20,cross_bnci_to_physio,19,5,ssl_frozen_linear_probe,0.4266666666666666,0.1083205120618128
PhysionetMI_1_20,cross_bnci_to_physio,19,5,ssl_full_finetune,0.4266666666666666,0.08
PhysionetMI_1_20,cross_bnci_to_physio,19,10,ssl_frozen_linear_probe,0.4133333333333333,0.0884433277428106
PhysionetMI_1_20,cross_bnci_to_physio,19,10,ssl_full_finetune,0.4133333333333334,0.077746025264604
PhysionetMI_1_20,cross_bnci_to_physio,20,5,ssl_frozen_linear_probe,0.4933333333333333,0.032659863237109
PhysionetMI_1_20,cross_bnci_to_physio,20,5,ssl_full_finetune,0.4933333333333333,0.0533333333333333
PhysionetMI_1_20,cross_bnci_to_physio,20,10,ssl_frozen_linear_probe,0.4800000000000001,0.0266666666666666
PhysionetMI_1_20,cross_bnci_to_physio,20,10,ssl_full_finetune,0.5599999999999999,0.032659863237109
